,Server,Command,Workload,Trial,Throughput
233,redis-server-dumb,run,workloadf,16,1579.778830963665
234,redis-server-dumb,load,workloadf,17,1219.5121951219512
235,redis-server-dumb,run,workloadf,17,2028.3975659229209
236,redis-server-dumb,load,workloadf,18,1111.111111111111
237,redis-server-dumb,run,workloadf,18,1838.235294117647
238,redis-server-dumb,load,workloadf,19,1135.0737797956867
239,redis-server-dumb,run,workloadf,19,1727.1157167530225
240,redis-server-repair,load,workloada,0,4329.004329004329
241,redis-server-repair,run,workloada,0,5917.15976331361
242,redis-server-repair,load,workloada,1,4201.680672268908
243,redis-server-repair,run,workloada,1,6329.113924050633
244,redis-server-repair,load,workloada,2,4149.377593360996
245,redis-server-repair,run,workloada,2,5555.555555555556
246,redis-server-repair,load,workloada,3,4237.28813559322
247,redis-server-repair,run,workloada,3,5555.555555555556
248,redis-server-repair,load,workloada,4,4273.504273504273
249,redis-server-repair,run,workloada,4,5917.15976331361
250,redis-server-repair,load,workloada,5,4672.897196261682
251,redis-server-repair,run,workloada,5,6060.606060606061
252,redis-server-repair,load,workloada,6,4672.897196261682
253,redis-server-repair,run,workloada,6,5494.505494505494
254,redis-server-repair,load,workloada,7,4504.504504504504
255,redis-server-repair,run,workloada,7,6134.9693251533745
256,redis-server-repair,load,workloada,8,4366.812227074236
257,redis-server-repair,run,workloada,8,6172.83950617284
258,redis-server-repair,load,workloada,9,4291.845493562232
259,redis-server-repair,run,workloada,9,6711.4093959731545
260,redis-server-repair,load,workloada,10,4385.964912280701
261,redis-server-repair,run,workloada,10,6250.0
262,redis-server-repair,load,workloada,11,4115.22633744856
263,redis-server-repair,run,workloada,11,6060.606060606061
264,redis-server-repair,load,workloada,12,4237.28813559322
265,redis-server-repair,run,workloada,12,6369.426751592357
266,redis-server-repair,load,workloada,13,4166.666666666667
267,redis-server-repair,run,workloada,13,5000.0
268,redis-server-repair,load,workloada,14,4219.4092827004215
269,redis-server-repair,run,workloada,14,6410.25641025641
270,redis-server-repair,load,workloada,15,4132.231404958678
271,redis-server-repair,run,workloada,15,6493.506493506494
272,redis-server-repair,load,workloada,16,4524.886877828054
273,redis-server-repair,run,workloada,16,5617.9775280898875
274,redis-server-repair,load,workloada,17,4065.040650406504
275,redis-server-repair,run,workloada,17,5847.953216374269
276,redis-server-repair,load,workloada,18,4587.155963302752
277,redis-server-repair,run,workloada,18,6622.516556291391
278,redis-server-repair,load,workloada,19,4424.778761061947
279,redis-server-repair,run,workloada,19,5649.717514124294
280,redis-server-repair,load,workloadb,0,4219.4092827004215
281,redis-server-repair,run,workloadb,0,6211.180124223602
282,redis-server-repair,load,workloadb,1,4347.826086956522
283,redis-server-repair,run,workloadb,1,6622.516556291391
284,redis-server-repair,load,workloadb,2,4694.835680751174
285,redis-server-repair,run,workloadb,2,6329.113924050633
286,redis-server-repair,load,workloadb,3,4291.845493562232
287,redis-server-repair,run,workloadb,3,6535.9477124183
288,redis-server-repair,load,workloadb,4,4048.582995951417
289,redis-server-repair,run,workloadb,4,6578.9473684210525
290,redis-server-repair,load,workloadb,5,4608.294930875576
291,redis-server-repair,run,workloadb,5,6134.9693251533745
292,redis-server-repair,load,workloadb,6,4115.22633744856
293,redis-server-repair,run,workloadb,6,6024.096385542169
294,redis-server-repair,load,workloadb,7,4115.22633744856
295,redis-server-repair,run,workloadb,7,6289.308176100629
296,redis-server-repair,load,workloadb,8,3861.003861003861
297,redis-server-repair,run,workloadb,8,5917.15976331361
298,redis-server-repair,load,workloadb,9,4608.294930875576
299,redis-server-repair,run,workloadb,9,7299.270072992701
300,redis-server-repair,load,workloadb,10,4385.964912280701
301,redis-server-repair,run,workloadb,10,6097.5609756097565
302,redis-server-repair,load,workloadb,11,4545.454545454545
303,redis-server-repair,run,workloadb,11,6451.612903225807
304,redis-server-repair,load,workloadb,12,4347.826086956522
305,redis-server-repair,run,workloadb,12,6896.551724137931
306,redis-server-repair,load,workloadb,13,4651.162790697675
307,redis-server-repair,run,workloadb,13,6329.113924050633
308,redis-server-repair,load,workloadb,14,4524.886877828054
309,redis-server-repair,run,workloadb,14,5405.405405405405
310,redis-server-repair,load,workloadb,15,4587.155963302752
311,redis-server-repair,run,workloadb,15,6451.612903225807
312,redis-server-repair,load,workloadb,16,4424.778761061947
313,redis-server-repair,run,workloadb,16,6944.444444444444
314,redis-server-repair,load,workloadb,17,4347.826086956522
315,redis-server-repair,run,workloadb,17,6578.9473684210525
316,redis-server-repair,load,workloadb,18,5181.347150259067
317,redis-server-repair,run,workloadb,18,6756.756756756757
318,redis-server-repair,load,workloadb,19,4444.444444444444
319,redis-server-repair,run,workloadb,19,6172.83950617284
320,redis-server-repair,load,workloadc,0,4273.504273504273
321,redis-server-repair,run,workloadc,0,6211.180124223602
322,redis-server-repair,load,workloadc,1,4524.886877828054
323,redis-server-repair,run,workloadc,1,6622.516556291391
324,redis-server-repair,load,workloadc,2,4504.504504504504
325,redis-server-repair,run,workloadc,2,6329.113924050633
326,redis-server-repair,load,workloadc,3,4310.3448275862065
327,redis-server-repair,run,workloadc,3,6060.606060606061
328,redis-server-repair,load,workloadc,4,4347.826086956522
329,redis-server-repair,run,workloadc,4,6711.4093959731545
330,redis-server-repair,load,workloadc,5,4329.004329004329
331,redis-server-repair,run,workloadc,5,6060.606060606061
332,redis-server-repair,load,workloadc,6,4273.504273504273
333,redis-server-repair,run,workloadc,6,6944.444444444444
334,redis-server-repair,load,workloadc,7,4048.582995951417
335,redis-server-repair,run,workloadc,7,6410.25641025641
336,redis-server-repair,load,workloadc,8,4484.304932735426
337,redis-server-repair,run,workloadc,8,6451.612903225807
338,redis-server-repair,load,workloadc,9,4310.3448275862065
339,redis-server-repair,run,workloadc,9,6711.4093959731545
340,redis-server-repair,load,workloadc,10,3984.06374501992
341,redis-server-repair,run,workloadc,10,6666.666666666667
342,redis-server-repair,load,workloadc,11,4201.680672268908
343,redis-server-repair,run,workloadc,11,6250.0
344,redis-server-repair,load,workloadc,12,4219.4092827004215
345,redis-server-repair,run,workloadc,12,6535.9477124183
346,redis-server-repair,load,workloadc,13,4255.31914893617
347,redis-server-repair,run,workloadc,13,6849.315068493151
348,redis-server-repair,load,workloadc,14,4291.845493562232
349,redis-server-repair,run,workloadc,14,6535.9477124183
350,redis-server-repair,load,workloadc,15,4629.62962962963
351,redis-server-repair,run,workloadc,15,6756.756756756757
352,redis-server-repair,load,workloadc,16,4132.231404958678
353,redis-server-repair,run,workloadc,16,6993.006993006993
354,redis-server-repair,load,workloadc,17,4366.812227074236
355,redis-server-repair,run,workloadc,17,6666.666666666667
356,redis-server-repair,load,workloadc,18,4424.778761061947
357,redis-server-repair,run,workloadc,18,6369.426751592357
358,redis-server-repair,load,workloadc,19,4629.62962962963
359,redis-server-repair,run,workloadc,19,6097.5609756097565
360,redis-server-repair,load,workloadd,0,4329.004329004329
361,redis-server-repair,run,workloadd,0,5714.285714285715
362,redis-server-repair,load,workloadd,1,4587.155963302752
363,redis-server-repair,run,workloadd,1,5681.818181818182
364,redis-server-repair,load,workloadd,2,4784.688995215311
365,redis-server-repair,run,workloadd,2,5952.380952380952
366,redis-server-repair,load,workloadd,3,4273.504273504273
367,redis-server-repair,run,workloadd,3,5780.346820809248
368,redis-server-repair,load,workloadd,4,4065.040650406504
369,redis-server-repair,run,workloadd,4,5586.592178770949
370,redis-server-repair,load,workloadd,5,4566.2100456621
371,redis-server-repair,run,workloadd,5,5586.592178770949
372,redis-server-repair,load,workloadd,6,4115.22633744856
373,redis-server-repair,run,workloadd,6,5747.126436781609
374,redis-server-repair,load,workloadd,7,4255.31914893617
375,redis-server-repair,run,workloadd,7,5747.126436781609
376,redis-server-repair,load,workloadd,8,4587.155963302752
377,redis-server-repair,run,workloadd,8,5649.717514124294
378,redis-server-repair,load,workloadd,9,3984.06374501992
379,redis-server-repair,run,workloadd,9,5882.35294117647
380,redis-server-repair,load,workloadd,10,3968.253968253968
381,redis-server-repair,run,workloadd,10,5555.555555555556
382,redis-server-repair,load,workloadd,11,4424.778761061947
383,redis-server-repair,run,workloadd,11,5494.505494505494
384,redis-server-repair,load,workloadd,12,4166.666666666667
385,redis-server-repair,run,workloadd,12,5813.953488372093
386,redis-server-repair,load,workloadd,13,4149.377593360996
387,redis-server-repair,run,workloadd,13,6410.25641025641
388,redis-server-repair,load,workloadd,14,4310.3448275862065
389,redis-server-repair,run,workloadd,14,5780.346820809248
390,redis-server-repair,load,workloadd,15,4310.3448275862065
391,redis-server-repair,run,workloadd,15,5617.9775280898875
392,redis-server-repair,load,workloadd,16,4405.286343612334
393,redis-server-repair,run,workloadd,16,5681.818181818182
394,redis-server-repair,load,workloadd,17,4016.0642570281125
395,redis-server-repair,run,workloadd,17,5524.861878453039
396,redis-server-repair,load,workloadd,18,3968.253968253968
397,redis-server-repair,run,workloadd,18,5586.592178770949
398,redis-server-repair,load,workloadd,19,4000.0
399,redis-server-repair,run,workloadd,19,6410.25641025641
400,redis-server-repair,load,workloade,0,4444.444444444444
401,redis-server-repair,run,workloade,0,473.4848484848485
402,redis-server-repair,load,workloade,1,4310.3448275862065
403,redis-server-repair,run,workloade,1,476.1904761904762
404,redis-server-repair,load,workloade,2,4219.4092827004215
405,redis-server-repair,run,workloade,2,507.61421319796955
406,redis-server-repair,load,workloade,3,4048.582995951417
407,redis-server-repair,run,workloade,3,489.47626040137055
408,redis-server-repair,load,workloade,4,4504.504504504504
409,redis-server-repair,run,workloade,4,457.66590389016017
410,redis-server-repair,load,workloade,5,4444.444444444444
411,redis-server-repair,run,workloade,5,530.2226935312831
412,redis-server-repair,load,workloade,6,4166.666666666667
413,redis-server-repair,run,workloade,6,507.61421319796955
414,redis-server-repair,load,workloade,7,4444.444444444444
415,redis-server-repair,run,workloade,7,547.945205479452
416,redis-server-repair,load,workloade,8,4098.360655737705
417,redis-server-repair,run,workloade,8,467.94571829667757
418,redis-server-repair,load,workloade,9,4629.62962962963
419,redis-server-repair,run,workloade,9,537.6344086021505
420,redis-server-repair,load,workloade,10,4608.294930875576
421,redis-server-repair,run,workloade,10,527.9831045406547
422,redis-server-repair,load,workloade,11,4608.294930875576
423,redis-server-repair,run,workloade,11,460.4051565377532
424,redis-server-repair,load,workloade,12,4366.812227074236
425,redis-server-repair,run,workloade,12,472.5897920604915
426,redis-server-repair,load,workloade,13,4484.304932735426
427,redis-server-repair,run,workloade,13,485.201358563804
